Name,Synopsis,Genre
Joyeux Noel,"In December 1914, an unofficial Christmas truce on the Western Front allows soldiers from opposing sides of the First World War to gain insight into each other's way of life.","Drama, History, Music"
Control,"A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23.","Biography, Drama, Music"
Tangled,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.","Animation, Adventure, Comedy"
Black Book,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.","Drama, Thriller, War"
Brokeback Mountain,"The story of a forbidden and secretive relationship between two cowboys, and their lives over the years.","Drama, Romance"
3:10 to Yuma,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,"Action, Adventure, Crime"
Kung Fu Hustle,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.","Action, Comedy, Fantasy"
The Bourne Supremacy,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.","Action, Mystery, Thriller"
The Machinist,An industrial worker who hasn't slept in a year begins to doubt his own sanity.,"Drama, Thriller"
Ray,"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.","Biography, Drama, Music"
Lost in Translation,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,"Drama, Romance"
Harry Potter and the Goblet of Fire,"Harry Potter (Daniel Radcliffe) finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.","Adventure, Family, Fantasy"
Man on Fire,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.","Action, Crime, Drama"
Coraline,"An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.","Animation, Drama, Family"
The Last Samurai,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,"Action, Drama, War"
The Magdalene Sisters,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.,Drama
21 Grams,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.","Crime, Drama, Thriller"
Finding Neverland,The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,"Biography, Drama, Family"
Good Bye Lenin!,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.","Comedy, Drama, Romance"
In America,A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.,Drama
I Am Sam,A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.,Drama
Adaptation.,A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.,"Comedy, Drama"
Black Hawk Down,160 elite U.S. soldiers drop into Somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed Somalis.,"Drama, History, War"
Road to Perdition,"A mob enforcer's son witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.","Crime, Drama, Thriller"
The Experiment,"For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence.","Drama, Thriller"
Billy Elliot,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,"Drama, Music"
Hedwig and the Angry Inch,A transgender punk-rock girl from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,"Comedy, Drama, Music"
Ocean's Eleven,Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.,"Crime, Thriller"
Vampire Hunter D: Bloodlust,"When a girl is abducted by a vampire, a legendary bounty hunter is hired to bring her back.","Animation, Action, Fantasy"
"O Brother, Where Art Thou?","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.","Adventure, Comedy, Crime"
Interstate 60: Episodes of the Road,"Neal Oliver, a very confused young man and an artist, takes a journey of a lifetime on a highway I60 that doesn't exist on any of the maps, going to the places he never even heard of, searching for an answer and his dreamgirl.","Adventure, Comedy, Drama"
"South Park: Bigger, Longer & Uncut","When Cartman and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.","Animation, Comedy, Fantasy"
Office Space,Three company workers who hate their jobs decide to rebel against their greedy boss.,Comedy
Happiness,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection.","Comedy, Drama"
Training Day,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,"Crime, Drama, Thriller"
Rushmore,The extracurricular king of Rushmore Preparatory School is put on academic probation.,"Comedy, Drama"
Being John Malkovich,A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.,"Comedy, Drama, Fantasy"
As Good as It Gets,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.","Comedy, Drama, Romance"
The Fifth Element,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.","Action, Adventure, Sci-Fi"
Le Dîner de Cons,"A rich publisher meets a stupid but very kind person. Publisher planned to laugh at him, but it so happened that this person was the only one who stay with him when publisher's life began to crumble.",Comedy
Donnie Brasco,"An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.","Biography, Crime, Drama"
Shine,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.","Biography, Drama, Music"
Primal Fear,"An altar boy is accused of murdering a priest, and the truth is buried several layers deep.","Crime, Drama, Mystery"
Hamlet,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",Drama
A Little Princess,A young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead.,"Drama, Family, Fantasy"
Three Colors: White,"After his wife divorces him, a Polish immigrant plots to get even with her.","Comedy, Drama, Romance"
Il Postino,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.","Biography, Comedy, Drama"
Clerks,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",Comedy
Short Cuts,The day-to-day lives of several suburban Los Angeles residents.,"Comedy, Drama"
Philadelphia,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.",Drama
The Muppet Christmas Carol,The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.,"Comedy, Drama, Family"
Malcolm X,"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.","Biography, Drama, History"
The Last of the Mohicans,Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,"Action, Adventure, Drama"
Porco Rosso,"In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig.","Animation, Adventure, Comedy"
Glengarry Glen Ross,An examination of the machinations behind the scenes at a real estate office.,"Crime, Drama, Mystery"
A Few Good Men,Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.,"Drama, Thriller"
Fried Green Tomatoes,A housewife who is unhappy with her life befriends an old lady in a nursing home and is enthralled by the tales she tells of people she used to know.,Drama
Boyz n the Hood,"Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects.","Crime, Drama"
Barton Fink,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,"Comedy, Drama, Thriller"
Who Framed Roger Rabbit,A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,"Animation, Adventure, Comedy"
The Vanishing,"Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.","Mystery, Thriller"
Withnail & I,"In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous.","Comedy, Drama"
The Last Emperor,The story of the final Emperor of China.,"Biography, Drama, History"
Empire of the Sun,A young English boy struggles to survive under Japanese occupation during World War II.,"Action, Drama, History"
The Name of the Rose,An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.,"Crime, Drama, Mystery"
The Purple Rose of Cairo,"In New Jersey in 1935, a movie character walks off the screen and into the real world.","Comedy, Fantasy, Romance"
After Hours,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho who he met that evening at a coffee shop.,"Comedy, Crime, Drama"
Zelig,"""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people.",Comedy
The Verdict,A lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.,Drama
Star Trek II: The Wrath of Khan,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.","Action, Adventure, Sci-Fi"
First Blood,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,"Action, Adventure"
Ordinary People,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son.",Drama
Airplane!,A man afraid to fly must ensure that a plane lands safely after the pilots become sick.,Comedy
The Tenant,A bureaucrat rents a Paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia.,"Drama, Thriller"
Love and Death,"In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon.","Comedy, War"
The Taking of Pelham One Two Three,"In New York, armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid, how could they get away?","Action, Crime, Thriller"
Blazing Saddles,"In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.","Comedy, Western"
Serpico,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,"Biography, Crime, Drama"
Enter the Dragon,A martial artist agrees to spy on a reclusive crime lord using his invitation to a tournament there as cover.,"Action, Crime, Drama"
Deliverance,"Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country.","Adventure, Drama, Thriller"
"Duck, You Sucker",A low-life bandit and an I.R.A. explosives expert rebel against the government and become heroes of the Mexican Revolution.,"Drama, War, Western"
The French Connection,A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.,"Action, Crime, Drama"
Dirty Harry,"When a madman calling himself ""the Scorpio Killer"" menaces the city, tough as nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath.","Action, Crime, Thriller"
Where Eagles Dare,"Allied agents stage a daring raid on a castle where the Nazis are holding American brigadier general George Carnaby prisoner, but that's not all that's really going on.","Action, Adventure, War"
The Odd Couple,"Two friends try sharing an apartment, but their ideas of housekeeping and lifestyles are as different as night and day.",Comedy
Belle de Jour,A frigid young housewife decides to spend her midweek afternoons as a prostitute.,Drama
A Man for All Seasons,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.","Biography, Drama, History"
Repulsion,A sex-repulsed woman who disapproves of her sister's boyfriend sinks into depression and has horrific visions of rape and violence.,"Drama, Horror, Thriller"
Zulu,Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.,"Drama, History, War"
Goldfinger,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.","Action, Adventure, Thriller"
The Birds,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,"Drama, Horror, Mystery"
Breakfast at Tiffany's,"A young New York socialite becomes interested in a young man who has moved into her apartment building, but her past threatens to get in the way.","Comedy, Drama, Romance"
Peeping Tom,"A young man murders women, using a movie camera to film their dying expressions of terror.","Drama, Horror, Thriller"
The Magnificent Seven,Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.,"Action, Adventure, Western"
Eyes Without a Face,"A surgeon causes an accident which leaves his daughter disfigured, and goes to extremes to give her a new face.","Drama, Horror"
Invasion of the Body Snatchers,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,"Drama, Horror, Sci-Fi"
Rebel Without a Cause,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",Drama
The Ladykillers,Five oddball criminals planning a bank robbery rent rooms on a cul-de-sac from an octogenarian widow under the pretext that they are classical musicians.,"Comedy, Crime"
Sabrina,"A playboy becomes interested in the daughter of his family's chauffeur, but it's his more serious brother who would be the better man for her.","Comedy, Drama, Romance"
The Day the Earth Stood Still,An alien lands and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets.,"Drama, Sci-Fi"
The African Queen,"In WWI Africa, a gin-swilling riverboat captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship.","Adventure, Drama, Romance"
Gilda,A small-time gambler hired to work in a Buenos Aires casino discovers his employer's new wife is his former lover.,"Drama, Film-Noir, Romance"
Lifeboat,Several survivors of a torpedoed merchant ship in World War II find themselves in the same lifeboat with one of the U-boat men who sunk it.,"Drama, War"
The 39 Steps,"A man in London tries to help a counter-espionage Agent. But when the Agent is killed, and the man stands accused, he must go on the run to save himself and stop a spy ring which is trying to steal top secret information.","Film-Noir, Mystery, Thriller"
The Invisible Man,"A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane.","Horror, Sci-Fi"
The Farewell,"A Chinese family discovers their grandmother has only a short while left to live and decide to keep her in the dark, scheduling a wedding to gather before she dies.","Comedy, Drama"
The Lighthouse,Two lighthouse keepers try to maintain their sanity whilst living on a remote and mysterious New England island in the 1890s.,"Drama, Fantasy, Horror"
Searching,"After his 16-year-old daughter goes missing, a desperate father breaks into her laptop to look for clues to find her.","Drama, Mystery, Thriller"
Cold War,"In the 1950s, a music director falls in love with a singer and tries to persuade her to flee communist Poland for France.","Drama, History, Music"
Loveless,A couple going through a divorce must team up to find their son who has disappeared during one of their bitter arguments.,Drama
The Florida Project,"Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World.",Drama
The Favourite,"In early 18th century England, a frail Queen Anne occupies the throne and her close friend, Lady Sarah, governs the country in her stead. When a new servant, Abigail, arrives, her charm endears her to Sarah.","Biography, Comedy, Drama"
Gifted,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",Drama
The Peanut Butter Falcon,Zak runs away from his care home to make his dream of becoming a wrestler come true.,"Adventure, Comedy, Drama"
Victoria,A young Spanish woman who has recently moved to Berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret.,"Crime, Drama, Romance"
Mustang,"When five orphan girls are seen innocently playing with boys on a beach, their scandalized conservative guardians confine them while forced marriages are arranged.",Drama
Guardians of the Galaxy Vol. 2,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.","Action, Adventure, Comedy"
Baby Driver,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.","Action, Crime, Drama"
Only the Brave,"Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.","Action, Biography, Drama"
Bridge of Spies,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.","Drama, History, Thriller"
Incredibles 2,"The Incredibles hero family takes on a new mission, which involves a change in family roles: Bob Parr (Mr Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.","Animation, Action, Adventure"
Moana,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.","Animation, Adventure, Comedy"
Sicario,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,"Action, Crime, Drama"
Creed,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.","Drama, Sport"
Leviathan,"In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family.","Crime, Drama"
Hell or High Water,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,"Action, Crime, Drama"
Philomena,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.","Biography, Comedy, Drama"
Dawn of the Planet of the Apes,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,"Action, Adventure, Drama"
The Body,A detective searches for the body of a femme fatale which has gone missing from a morgue.,"Mystery, Thriller"
The Raid: Redemption,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,"Action, Thriller"
End of Watch,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.","Action, Crime, Drama"
The Secret World of Arrietty,"The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter, Arrietty, is discovered.","Animation, Adventure, Family"
127 Hours,"A mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.","Biography, Drama"
True Grit,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,"Drama, Western"
In a Better World,"The lives of two Danish families cross each other, and an extraordinary but risky friendship comes into bud. But loneliness, frailty and sorrow lie in wait.","Drama, Romance"
Despicable Me,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.","Animation, Comedy, Family"
Rise of the Planet of the Apes,A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.,"Action, Drama, Sci-Fi"
50/50,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.","Comedy, Drama, Romance"
Kick-Ass,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.","Action, Comedy, Crime"
Cell 211,"The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal.","Action, Adventure, Crime"
Moneyball,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,"Biography, Drama, Sport"
The Skin I Live In,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.","Drama, Horror, Thriller"
Zombieland,"A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.","Adventure, Comedy, Fantasy"
Boy A,"The story of a young Jack, newly released from serving a prison sentence for a violent crime he committed as a child.",Drama
The Wave,A high school teacher's experiment to demonstrate to his students what life is like under a dictatorship spins horribly out of control when he forms a social unit with a life of its own.,"Drama, Thriller"
Sherlock Holmes,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,"Action, Adventure, Crime"
5 Centimeters Per Second,"Told in three interconnected segments, we follow a young man named Takaki through his life as cruel winters, cold technology, and finally, adult obligations and responsibility converge to test the delicate petals of love.","Animation, Drama, Family"
The Reader,"Post-WWII Germany: Nearly a decade after his affair with an older woman came to a mysterious end, law student Michael Berg re-encounters his former lover as she defends herself in a war-crime trial.","Drama, Romance"
The Hurt Locker,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.","Drama, Thriller, War"
The Blind Side,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.","Biography, Drama, Sport"
The Visitor,A college professor travels to New York City to attend a conference and finds a young couple living in his apartment.,Drama
Superbad,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,Comedy
Seven Pounds,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,Drama
Eastern Promises,A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,"Action, Crime, Drama"
Stardust,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.","Adventure, Family, Fantasy"
The Secret of Kells,"A young boy in a remote medieval outpost under siege from barbarian raids is beckoned to adventure when a celebrated master illuminator arrives with an ancient book, brimming with secret wisdom and powers.","Animation, Adventure, Family"
Inside Man,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.","Crime, Drama, Mystery"
Gone Baby Gone,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.","Crime, Drama, Mystery"
Lady Vengeance,"After being wrongfully imprisoned for thirteen years and having her child taken away from her, a woman seeks revenge through increasingly brutal means.","Crime, Drama, Thriller"
La Vie En Rose,"Biopic of the iconic French singer Édith Piaf. Raised by her grandmother in a brothel, she was discovered while singing on a street corner at the age of 19. Despite her success, Piaf's life was filled with tragedy.","Biography, Drama, Music"
Fearless,"A biography of Chinese Martial Arts Master Huo Yuanjia, who is the founder and spiritual guru of the Jin Wu Sports Federation.","Action, Biography, Drama"
The Illusionist,"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.","Drama, Fantasy, History"
Volver,"After her death, a mother returns to her home town in order to fix the situations she couldn't resolve during her life.","Comedy, Drama"
Thank You for Smoking,"Satirical comedy follows the machinations of Big Tobacco's chief spokesman, Nick Naylor, who spins on behalf of cigarettes while trying to remain a role model for his twelve-year-old son.","Comedy, Drama"
Dead Man's Shoes,A disaffected soldier returns to his hometown to get even with the thugs who brutalized his mentally-challenged brother years ago.,"Crime, Drama, Thriller"
Harry Potter and the Half-Blood Prince,"As Harry Potter (Daniel Radcliffe) begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's (Ralph Fiennes') dark past.","Action, Adventure, Family"
300,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,"Action, Drama"
Match Point,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law.","Drama, Romance, Thriller"
Watchmen,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.","Action, Drama, Mystery"
Lord of War,An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.,"Action, Crime, Drama"
Saw,"Two strangers, who awaken in a room with no recollection of how they got there, soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.","Horror, Mystery, Thriller"
"Synecdoche, New York","A theatre director struggles with his work, and the women in his life, as he creates a life-size replica of New York City inside a warehouse as part of his new play.","Comedy, Drama"
Mysterious Skin,"A teenage hustler and a young man obsessed with alien abductions cross paths, together discovering a horrible, liberating truth.",Drama
Love Me If You Dare,"As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another.","Comedy, Drama, Romance"
A Very Long Engagement,"Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One.","Drama, Mystery, Romance"
The Station Agent,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.","Comedy, Drama"
Love Actually,"Follows the lives of eight very different couples in dealing with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London, England.","Comedy, Drama, Romance"
Sympathy for Mr. Vengeance,"A recently laid off factory worker kidnaps his former boss' friend's daughter, hoping to use the ransom money to pay for his sister's kidney transplant.","Action, Drama, Thriller"
25th Hour,"Cornered by the DEA, convicted New York drug dealer Montgomery Brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term.",Drama
The Life of David Gale,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,"Crime, Drama, Thriller"
The Butterfly Effect,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.","Drama, Sci-Fi, Thriller"
28 Days Later...,"Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary.","Drama, Horror, Sci-Fi"
Battle Royale,"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.","Adventure, Drama, Sci-Fi"
The Royal Tenenbaums,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.,"Comedy, Drama"
Y Tu Mamá También,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",Drama
Harry Potter and the Sorcerer's Stone,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.","Adventure, Family, Fantasy"
The Others,A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.,"Horror, Mystery, Thriller"
Blow,"The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States.","Biography, Crime, Drama"
Enemy at the Gates,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.,"Drama, History, War"
Traffic,"A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.","Crime, Drama, Thriller"
Minority Report,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.","Action, Crime, Mystery"
The Hurricane,"The story of Rubin ""Hurricane"" Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.","Biography, Drama, Sport"
American Psycho,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.","Comedy, Crime, Drama"
Run Lola Run,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks.","Crime, Drama, Thriller"
The Thin Red Line,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.","Drama, War"
Mulan,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.","Animation, Adventure, Family"
Fear and Loathing in Las Vegas,An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.,"Adventure, Comedy, Drama"
Funny Games,"Two violent young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.","Crime, Drama, Thriller"
Dark City,"A man struggles with memories of his past, which includes a wife he cannot remember, and a nightmarish world, no one else seems to be waking up from.","Mystery, Sci-Fi, Thriller"
Sleepers,"After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge.","Crime, Drama, Thriller"
Lost Highway,"After a bizarre encounter at a party, a jazz saxophonist is framed for the murder of his wife and sent to prison, where he inexplicably morphs into a young mechanic and begins leading a new life.","Mystery, Thriller"
